PEDIDO_ERP;CANAL_MARKETING
P10000269245;Google Ads
P10000269246;
P10000269247;Google Ads
P10000269248;
P10000269249;Email
P10000269250;Google Ads
P10000269251;Busca orgânica
P10000269252;Google Ads
P10000269253;Google Ads
P10000269254;Google Ads
P10000269255;
P10000269256;Google Ads
P10000269257;
P10000269258;Direto
P10000269259;Google Ads
P10000269260;
P10000269261;Busca orgânica
P10000269262;Google Ads
P10000269263;Outros
P10000269264;Busca orgânica
P10000269265;
P10000269266;Google Ads
P10000269267;Direto
P10000269268;Outros
P10000269269;Google Ads
P10000269270;Google Ads
P10000269271;Google Ads
P10000269272;
P10000269273;
P10000269274;Referência
P10000269275;
P10000269276;
P10000269277;Google Ads
P10000269278;Outros
P10000269279;Google Ads
P10000269280;
P10000269281;Google Ads
P10000269282;Direto
P10000269283;Google Ads
P10000269284;
P10000269285;
P10000269286;Google Ads
P10000269287;Google Ads
P10000269288;Busca orgânica
P10000269289;Google Ads
P10000269290;Outros
P10000269291;Email
P10000269292;
P10000269293;Google Ads
P10000269294;Outros
P10000269295;Google Ads
P10000269296;Email
P10000269297;Google Ads
P10000269298;
P10000269299;Busca orgânica
P10000269300;
P10000269301;Google Ads
P10000269302;Google Ads
P10000269303;
P10000269304;Email
P10000269305;Google Ads
P10000269306;Email
P10000269307;Email
P10000269308;Google Ads
P10000269309;Google Ads
P10000269310;Google Ads
P10000269311;Busca orgânica
P10000269312;Google Ads
P10000269313;Busca orgânica
P10000269314;Email
P10000269315;Referência
P10000269316;Google Ads
P10000269317;
P10000269318;Google Ads
P10000269319;Google Ads
P10000269320;Google Ads
P10000269321;Google Ads
P10000269322;Google Ads
P10000269323;
P10000269324;Google Ads
P10000269325;Google Ads
P10000269326;Busca orgânica
P10000269327;Google Ads
P10000269328;Google Ads
P10000269329;
P10000269330;Google Ads
P10000269331;Google Ads
P10000269332;
P10000269333;Direto
P10000269334;Direto
P10000269335;
P10000269336;Referência
P10000269337;Google Ads
P10000269338;Busca orgânica
P10000269339;Direto
P10000269340;Google Ads
P10000269341;Google Ads
P10000269342;Google Ads
P10000269343;
P10000269344;
P10000269345;Google Ads
P10000269346;
P10000269347;Google Ads
P10000269348;Google Ads
P10000269349;
P10000269350;Google Ads
P10000269351;Google Ads
P10000269352;Google Ads
P10000269353;
P10000269354;Google Ads
P10000269355;Busca orgânica
P10000269356;Direto
P10000269357;Busca orgânica
P10000269358;
P10000269359;Outros
P10000269360;Busca orgânica
P10000269361;Google Ads
P10000269362;
P10000269363;Busca orgânica
P10000269364;Email
P10000269365;Outros
P10000269366;Busca orgânica
P10000269367;
P10000269368;
P10000269369;Outros
P10000269370;Google Ads
P10000269371;Google Ads
P10000269372;
P10000269373;Direto
P10000269374;
P10000269375;Google Ads
P10000269376;Google Ads
P10000269377;Google Ads
P10000269378;
P10000269379;Google Ads
P10000269380;
P10000269381;
P10000269382;
P10000269383;Google Ads
P10000269384;Busca orgânica
P10000269385;Busca orgânica
P10000269386;Google Ads
P10000269387;
P10000269388;Google Ads
P10000269389;Busca orgânica
P10000269390;
P10000269391;Google Ads
P10000269392;Direto
P10000269393;Email
P10000269394;Referência
P10000269395;Email
P10000269396;Google Ads
P10000269397;Direto
P10000269398;Google Ads
P10000269399;
P10000269400;Google Ads
P10000269401;
P10000269402;Direto
P10000269403;Google Ads
P10000269404;Outros
P10000269405;Google Ads
P10000269406;Google Ads
P10000269407;
P10000269408;Direto
P10000269409;
P10000269410;Email
P10000269411;Email
P10000269412;Busca orgânica
P10000269413;Google Ads
P10000269414;
P10000269415;Direto
P10000269416;Busca orgânica
P10000269417;
P10000269418;Google Ads
P10000269419;Busca orgânica
P10000269420;Google Ads
P10000269421;
P10000269422;Busca orgânica
P10000269423;
P10000269424;Referência
P10000269425;Google Ads
P10000269426;Direto
P10000269427;Google Ads
P10000269428;Outros
P10000269429;Facebook Ads
P10000269430;Google Ads
P10000269431;Direto
P10000269432;Direto
P10000269433;Google Ads
P10000269434;Google Ads
P10000269435;Google Ads
P10000269436;Google Ads
P10000269437;Outros
P10000269438;Google Ads
P10000269439;Google Ads
P10000269440;Google Ads
P10000269441;Direto
P10000269442;Direto
P10000269443;Google Ads
P10000269444;Google Ads
P10000269445;Busca orgânica
P10000269446;
P10000269447;Google Ads
P10000269448;
P10000269449;Outros
P10000269450;Direto
P10000269451;Email
P10000269452;Direto
P10000269453;Direto
P10000269454;Google Ads
P10000269455;
P10000269456;
P10000269457;Busca orgânica
P10000269458;
P10000269459;Direto
P10000269460;
P10000269461;Referência
P10000269462;Google Ads
P10000269463;Busca orgânica
P10000269464;Busca orgânica
P10000269465;
P10000269466;Google Ads
P10000269467;
P10000269468;
P10000269469;Busca orgânica
P10000269470;Email
P10000269471;Google Ads
P10000269472;Busca orgânica
P10000269473;Busca orgânica
P10000269474;
P10000269475;Outros
P10000269476;Busca orgânica
P10000269477;Google Ads
P10000269478;Google Ads
P10000269479;Google Ads
P10000269480;
P10000269481;Google Ads
P10000269482;Google Ads
P10000269483;Busca orgânica
P10000269484;Busca orgânica
P10000269485;Google Ads
P10000269486;Busca orgânica
P10000269487;Referência
P10000269488;Referência
P10000269489;Direto
P10000269490;
P10000269491;Outros
P10000269492;Google Ads
P10000269493;
P10000269494;Google Ads
P10000269495;Direto
P10000269496;Google Ads
P10000269497;Facebook Ads
P10000269498;Google Ads
P10000269499;
P10000269500;Google Ads
P10000269501;Referência
P10000269502;Google Ads
P10000269503;Google Ads
P10000269504;
P10000269505;Google Ads
P10000269506;Google Ads
P10000269507;Direto
P10000269508;Google Ads
P10000269509;Direto
P10000269510;Google Ads
P10000269511;Google Ads
P10000269512;Google Ads
P10000269513;Referência
P10000269514;Outros
P10000269515;
P10000269516;Facebook Ads
P10000269517;Google Ads
P10000269518;Direto
P10000269519;Busca orgânica
P10000269520;
P10000269521;Google Ads
P10000269522;Direto
P10000269523;
P10000269524;Google Ads
P10000269525;
P10000269526;Google Ads
P10000269527;
P10000269528;Referência
P10000269529;Direto
P10000269530;
P10000269531;Google Ads
P10000269532;
P10000269533;Google Ads
P10000269534;
P10000269535;
P10000269536;Email
P10000269537;Google Ads
P10000269538;
P10000269539;Google Ads
P10000269540;Outros
P10000269541;Google Ads
P10000269542;Google Ads
P10000269543;Google Ads
P10000269544;
P10000269545;Busca orgânica
P10000269546;Google Ads
P10000269547;Google Ads
P10000269548;Busca orgânica
P10000269549;Direto
P10000269550;Google Ads
P10000269551;Busca orgânica
P10000269552;Google Ads
P10000269553;Google Ads
P10000269554;Google Ads
P10000269555;Busca orgânica
P10000269556;Direto
P10000269557;Busca orgânica
P10000269558;Direto
P10000269559;Email
P10000269560;Direto
P10000269561;Google Ads
P10000269562;Google Ads
P10000269563;
P10000269564;Google Ads
P10000269565;
P10000269566;
P10000269567;
P10000269568;Google Ads
P10000269569;
P10000269570;
P10000269571;Busca orgânica
P10000269572;Busca orgânica
P10000269573;Busca orgânica
P10000269574;
P10000269575;Google Ads
P10000269576;Busca orgânica
P10000269577;Google Ads
P10000269578;Email
P10000269579;Busca orgânica
P10000269580;Email
P10000269581;Google Ads
P10000269582;Direto
P10000269583;Google Ads
P10000269584;Busca orgânica
P10000269585;Google Ads
P10000269586;Google Ads
P10000269587;Email
P10000269588;Email
P10000269589;
P10000269590;Direto
P10000269591;Google Ads
P10000269592;
P10000269593;Google Ads
P10000269594;Google Ads
P10000269595;
P10000269596;Google Ads
P10000269597;Outros
P10000269598;Google Ads
P10000269599;Google Ads
P10000269600;Busca orgânica
P10000269601;
P10000269602;
P10000269603;
P10000269604;Google Ads
P10000269605;Email
P10000269606;Busca orgânica
P10000269607;Google Ads
P10000269608;Google Ads
P10000269609;Busca orgânica
P10000269610;Outros
P10000269611;
P10000269612;
P10000269613;
P10000269614;Direto
P10000269615;
P10000269616;Email
P10000269617;Google Ads
P10000269618;Direto
P10000269619;Google Ads
P10000269620;Google Ads
P10000269621;Google Ads
P10000269622;Busca orgânica
P10000269623;
P10000269624;Google Ads
P10000269625;
P10000269626;Busca orgânica
P10000269627;
P10000269628;Direto
P10000269629;
P10000269630;Busca orgânica
P10000269631;Google Ads
P10000269632;Google Ads
P10000269633;Google Ads
P10000269634;Google Ads
P10000269635;Busca orgânica
P10000269636;Google Ads
P10000269637;Email
P10000269638;Google Ads
P10000269639;Outros
P10000269640;
P10000269641;Google Ads
P10000269642;Google Ads
P10000269643;Busca orgânica
P10000269644;Google Ads
P10000269645;Busca orgânica
P10000269646;Google Ads
P10000269647;Google Ads
P10000269648;
P10000269649;Google Ads
P10000269650;Google Ads
P10000269651;Busca orgânica
P10000269652;Busca orgânica
P10000269653;Outros
P10000269654;Google Ads
P10000269655;Google Ads
P10000269656;
P10000269657;Outros
P10000269658;Busca orgânica
P10000269659;Google Ads
P10000269660;Google Ads
P10000269661;Google Ads
P10000269662;
P10000269663;Email
P10000269664;Direto
P10000269665;Email
P10000269666;Google Ads
P10000269667;Google Ads
P10000269668;Outros
P10000269669;
P10000269670;Outros
P10000269671;Google Ads
P10000269672;Outros
P10000269673;Google Ads
P10000269674;
P10000269675;Google Ads
P10000269676;Direto
P10000269677;
P10000269678;
P10000269679;Busca orgânica
P10000269680;Busca orgânica
P10000269681;Direto
P10000269682;Google Ads
P10000269683;Google Ads
P10000269684;Email
P10000269685;Google Ads
P10000269686;Busca orgânica
P10000269687;
P10000269688;Busca orgânica
P10000269689;Direto
P10000269690;Direto
P10000269691;Google Ads
P10000269692;
P10000269693;Google Ads
P10000269694;Referência
P10000269695;Google Ads
P10000269696;Google Ads
P10000269697;Google Ads
P10000269698;Google Ads
P10000269699;Google Ads
P10000269700;Email
P10000269701;Google Ads
P10000269702;Direto
P10000269703;Google Ads
P10000269704;Referência
P10000269705;Google Ads
P10000269706;Google Ads
P10000269707;Busca orgânica
P10000269708;Outros
P10000269709;Google Ads
P10000269710;Google Ads
P10000269711;Google Ads
P10000269712;Google Ads
P10000269713;Google Ads
P10000269714;Google Ads
P10000269715;Busca orgânica
P10000269716;Google Ads
P10000269717;Direto
P10000269718;Google Ads
P10000269719;Direto
P10000269720;Referência
P10000269721;
P10000269722;Google Ads
P10000269723;Facebook Ads
P10000269724;
P10000269725;Busca orgânica
P10000269726;Outros
P10000269727;Google Ads
P10000269728;Google Ads
P10000269729;Direto
P10000269730;
P10000269731;
P10000269732;Outros
P10000269733;Google Ads
P10000269734;Busca orgânica
P10000269735;
P10000269736;Google Ads
P10000269737;Google Ads
P10000269738;Busca orgânica
P10000269739;Direto
P10000269740;
P10000269741;Busca orgânica
P10000269742;Google Ads
P10000269743;
P10000269744;Direto
P10000269745;Busca orgânica
P10000269746;Referência
P10000269747;Google Ads
P10000269748;Busca orgânica
P10000269749;Direto
P10000269750;
P10000269751;Direto
P10000269752;Google Ads
P10000269753;Google Ads
P10000269754;Busca orgânica
P10000269755;
P10000269756;
P10000269757;Google Ads
P10000269758;Busca orgânica
P10000269759;Direto
P10000269760;Busca orgânica
P10000269761;
P10000269762;
P10000269763;Direto
P10000269764;
P10000269765;Google Ads
P10000269766;Google Ads
P10000269767;Google Ads
P10000269768;
P10000269769;Google Ads
P10000269770;Google Ads
P10000269771;Outros
P10000269772;Google Ads
P10000269773;Outros
P10000269774;Referência
P10000269775;
P10000269776;Direto
P10000269777;Google Ads
P10000269778;Google Ads
P10000269779;Google Ads
P10000269780;Direto
P10000269781;Busca orgânica
P10000269782;
P10000269783;Google Ads
P10000269784;Direto
P10000269785;
P10000269786;
P10000269787;Busca orgânica
P10000269788;
P10000269789;Busca orgânica
P10000269790;Direto
P10000269791;Busca orgânica
P10000269792;Google Ads
P10000269793;
P10000269794;Google Ads
P10000269795;
P10000269796;Email
P10000269797;Direto
P10000269798;Google Ads
P10000269799;Busca orgânica
P10000269800;
P10000269801;Busca orgânica
P10000269802;Direto
P10000269803;
P10000269804;Google Ads
P10000269805;Referência
P10000269806;Google Ads
P10000269807;Outros
P10000269808;Google Ads
P10000269809;Direto
P10000269810;Google Ads
P10000269811;Google Ads
P10000269812;Google Ads
P10000269813;Outros
P10000269814;
P10000269815;Google Ads
P10000269816;Busca orgânica
P10000269817;Google Ads
P10000269818;Direto
P10000269819;Google Ads
P10000269820;
P10000269821;Email
P10000269822;Facebook Ads
P10000269823;Referência
P10000269824;Google Ads
P10000269825;Direto
P10000269826;Busca orgânica
P10000269827;Google Ads
P10000269828;Google Ads
P10000269829;Busca orgânica
P10000269830;Google Ads
P10000269831;
P10000269832;Busca orgânica
P10000269833;Google Ads
P10000269834;Google Ads
P10000269835;Busca orgânica
P10000269836;Google Ads
P10000269837;Google Ads
P10000269838;Google Ads
P10000269839;Busca orgânica
P10000269840;Busca orgânica
P10000269841;Google Ads
P10000269842;Direto
P10000269843;Google Ads
P10000269844;Busca orgânica
P10000269845;Google Ads
P10000269846;Direto
P10000269847;Outros
P10000269848;
P10000269849;
P10000269850;Direto
P10000269851;Google Ads
P10000269852;Google Ads
P10000269853;Email
P10000269854;Direto
P10000269855;Google Ads
P10000269856;
P10000269857;Google Ads
P10000269858;Google Ads
P10000269859;Google Ads
P10000269860;Referência
P10000269861;Google Ads
P10000269862;Busca orgânica
P10000269863;Busca orgânica
P10000269864;Direto
P10000269865;
P10000269866;Busca orgânica
P10000269867;Direto
P10000269868;Google Ads
P10000269869;Google Ads
P10000269870;Google Ads
P10000269871;Direto
P10000269872;
P10000269873;Google Ads
P10000269874;Direto
P10000269875;
P10000269876;Google Ads
P10000269877;Referência
P10000269878;Referência
P10000269879;Google Ads
P10000269880;Google Ads
P10000269881;
P10000269882;Direto
P10000269883;
P10000269884;Busca orgânica
P10000269885;Busca orgânica
P10000269886;Direto
P10000269887;Direto
P10000269888;Busca orgânica
P10000269889;Google Ads
P10000269890;Google Ads
P10000269891;Busca orgânica
P10000269892;Direto
P10000269893;
P10000269894;Google Ads
P10000269895;Google Ads
P10000269896;
P10000269897;
P10000269898;
P10000269899;Google Ads
P10000269900;
P10000269901;Busca orgânica
P10000269902;Google Ads
P10000269903;Google Ads
P10000269904;Busca orgânica
P10000269905;Google Ads
P10000269906;Google Ads
P10000269907;Google Ads
P10000269908;
P10000269909;Busca orgânica
P10000269910;Facebook Ads
P10000269911;Google Ads
P10000269912;Google Ads
P10000269913;Google Ads
P10000269914;
P10000269915;Busca orgânica
P10000269916;Direto
P10000269917;Busca orgânica
P10000269918;Direto
P10000269919;Google Ads
